,Unnamed: 0,Track Name,Artist,Track ID,Popularity,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence
1471,1471,God's Plan,Drake,6DCZcSspjsKoFjzjrWoCdn,85.0,0.0332,0.754,198973.0,0.449,8.29e-05,7.0,0.552,-9.211,1.0,0.109,77.169,4.0,0.357
1472,1472,Gyalchester,Drake,6UjfByV1lDLW0SOVQA4NAi,68.0,0.0317,0.877,189230.0,0.391,0.000502,1.0,0.0945,-8.196,1.0,0.063,131.018,4.0,0.122
1473,1473,Hotline Bling,Drake,0wwPcA6wtMf6HUMpIRdeP7,80.0,0.00258,0.891,267067.0,0.628,0.00019,2.0,0.0504,-7.863,1.0,0.0551,134.966,4.0,0.552
1474,1474,How Bout Now,Drake,4n4BflhWjCHIxrI4v7Xt9s,67.0,0.205,0.789,235566.0,0.404,0.0,1.0,0.219,-8.364,1.0,0.23,122.062,4.0,0.472
1475,1475,I Get Lonely,Drake,3sMC6vfTTSa0mMAPTwzDVD,56.0,0.706,0.477,253562.0,0.501,5.61e-06,11.0,0.0953,-9.178,0.0,0.0398,81.376,4.0,0.689
1476,1476,Ice Melts,Drake,7bJ4mu7MHa3rHiNyKjOoSl,58.0,0.08,0.813,250770.0,0.551,0.0,6.0,0.386,-7.605,0.0,0.353,124.957,4.0,0.598
1477,1477,I'm Upset,Drake,3qN5qMTKyEEmiTZD38BNTT,68.0,0.279,0.899,214467.0,0.586,0.0,11.0,0.0836,-7.866,0.0,0.343,150.002,4.0,0.492
1478,1478,In My Feelings,Drake,2G7V7zsVDxg1yRsu7Ew9RJ,76.0,0.0589,0.835,217925.0,0.626,6e-05,1.0,0.396,-5.833,1.0,0.125,91.03,4.0,0.35
1479,1479,Is There More,Drake,1Tnw0ItH1Macok8gblnPPd,57.0,0.727,0.708,226907.0,0.547,0.0,1.0,0.159,-7.607,1.0,0.314,83.8,4.0,0.549
1480,1480,Jaded,Drake,4c2xt1trwYZpMqPWY35Xi9,71.0,0.037,0.764,262453.0,0.271,0.0,0.0,0.175,-5.697,1.0,0.0414,116.019,4.0,0.0371
1481,1481,Jodeci Freestyle (feat. J. Cole),Drake,2xUHiyGeGrWmmfv7NbDTWC,54.0,0.0111,0.498,254022.0,0.844,0.0,2.0,0.102,-2.834,1.0,0.268,88.435,4.0,0.282
1482,1482,Jorja Interlude,Drake,13e6f8t7RKXuxZ0JdaaJRG,65.0,0.762,0.735,107673.0,0.373,0.00202,11.0,0.288,-10.478,1.0,0.104,123.081,4.0,0.237
1483,1483,Jumpman,Drake,27GmP9AWRs744SzKcpJsTZ,72.0,0.0559,0.852,205879.0,0.553,0.0,1.0,0.332,-7.286,1.0,0.187,142.079,4.0,0.656
1484,1484,KMT,Drake,2jTujnt0y344ai1rNOywgr,64.0,0.0189,0.875,162638.0,0.6,0.0143,1.0,0.132,-6.818,1.0,0.0435,119.987,4.0,0.0906
1485,1485,Landed,Drake,3KixNgUEaDtrKJVzdqjU5q,60.0,0.00606,0.881,152195.0,0.636,0.0,7.0,0.111,-4.629,1.0,0.287,163.949,4.0,0.715
1486,1486,Laugh Now Cry Later (feat. Lil Durk),Drake,2SAqBLGA283SUiwJ3xOUVI,79.0,0.244,0.761,261493.0,0.518,3.47e-05,0.0,0.107,-8.871,1.0,0.134,133.976,4.0,0.522
1487,1487,Lemon Pepper Freestyle (feat. Rick Ross),Drake,4FRW5Nza1Ym91BGV4nFWXI,67.0,0.103,0.77,383037.0,0.637,0.0,1.0,0.171,-5.53,1.0,0.345,94.966,4.0,0.431
1488,1488,Lose You,Drake,2Na0z2gfN67Rzf0vp74Wi3,62.0,0.699,0.526,305374.0,0.583,0.0,4.0,0.372,-9.172,1.0,0.376,89.837,4.0,0.378
1489,1489,Losses,Drake,6fLVTVaHWaEfVKfEgbkf4D,58.0,0.28,0.551,271184.0,0.57,0.0,1.0,0.424,-7.385,0.0,0.351,85.687,4.0,0.505
1490,1490,Madiba Riddim,Drake,76gUmNLXGQVOsGhfcshkFP,63.0,0.245,0.839,205163.0,0.521,0.00545,7.0,0.607,-10.45,1.0,0.166,105.992,4.0,0.33
1491,1491,Mob Ties,Drake,7rC5Pl8rQSX4myONQHYPBK,69.0,0.045,0.754,205147.0,0.575,0.00131,4.0,0.276,-8.393,0.0,0.0682,86.009,4.0,0.491
1492,1492,Money In The Grave (Drake ft. Rick Ross),Drake,5ry2OE6R2zPQFDO85XkgRb,77.0,0.101,0.831,205427.0,0.502,0.0,10.0,0.122,-4.045,0.0,0.046,100.541,4.0,0.101
1493,1493,My Side,Drake,4alHkxxwAhvoGg3dJCATKV,50.0,0.603,0.549,294651.0,0.495,7.26e-06,6.0,0.0979,-5.661,0.0,0.133,81.012,4.0,0.385
1494,1494,Nice For What,Drake,3CA9pLiwRIGtUBiMjbZmRw,80.0,0.0891,0.585,210747.0,0.909,9.7e-05,8.0,0.119,-6.474,1.0,0.0707,93.372,4.0,0.758
1495,1495,No Long Talk,Drake,6CfrYuD3YRDYdYvH9jNtXY,58.0,0.0671,0.913,149569.0,0.608,0.0,10.0,0.533,-6.839,0.0,0.234,97.063,4.0,0.578
1496,1496,Nonstop,Drake,0TlLq3lA83rQOYtrqBqSct,79.0,0.0165,0.912,238614.0,0.412,0.0126,7.0,0.104,-8.074,1.0,0.123,154.983,4.0,0.423
1497,1497,Not You Too (feat. Chris Brown),Drake,3Q4gttWQ6hxqWOa3tHoTNi,77.0,0.342,0.458,269680.0,0.452,1.94e-05,9.0,0.0703,-9.299,0.0,0.047,86.318,4.0,0.316
1498,1498,Nothings Into Somethings,Drake,6MbH1QiphMCPTqVEVC7UYi,63.0,0.332,0.766,153725.0,0.234,0.00156,11.0,0.358,-7.544,0.0,0.159,96.882,4.0,0.256
1499,1499,Omertà,Drake,3kCwyvhvVTyehIzYN2I0nF,57.0,0.0337,0.646,219507.0,0.899,0.0,6.0,0.232,-2.232,1.0,0.298,164.119,4.0,0.685
1500,1500,One Dance,Drake,1zi7xx7UVEFkmKfv06H8x0,88.0,0.00776,0.792,173987.0,0.625,0.0018,1.0,0.329,-5.609,1.0,0.0536,103.967,4.0,0.37
1501,1501,Pain 1993 (with Playboi Carti),Drake,6Kj17Afjo1OKJYpf5VzCeo,79.0,0.163,0.825,149078.0,0.373,0.0,5.0,0.368,-5.532,0.0,0.108,77.271,4.0,0.12
1502,1502,Paris Morton Music,Drake,73IE87H0g2MBmdn41lkVto,58.0,0.414,0.505,251240.0,0.494,7.98e-05,10.0,0.105,-8.635,0.0,0.315,171.978,4.0,0.141
1503,1503,Passionfruit,Drake,5mCPDVBb16L4XQwDdbRUpz,85.0,0.256,0.809,298941.0,0.463,0.085,11.0,0.109,-11.377,1.0,0.0396,111.98,4.0,0.364
1504,1504,Peak,Drake,11L064movtyopGdLiX4sVg,60.0,0.85,0.687,206027.0,0.218,0.000125,9.0,0.106,-13.539,0.0,0.0388,91.991,4.0,0.269
1505,1505,Portland,Drake,2bjwRfXMk4uRgOD9IBYl9h,73.0,0.0172,0.925,236615.0,0.443,0.0,1.0,0.276,-8.216,1.0,0.264,136.078,4.0,0.35
1506,1506,Ratchet Happy Birthday,Drake,4SUwJA3eUVNHExxMPEUhQe,54.0,0.11,0.657,207307.0,0.571,0.00123,2.0,0.0735,-12.519,1.0,0.139,167.958,4.0,0.622
1507,1507,Sacrifices,Drake,0xl1w2q4VLojeXp4JfazPL,60.0,0.0407,0.903,307593.0,0.439,0.0,8.0,0.138,-11.813,1.0,0.397,139.112,4.0,0.532
1508,1508,Sandra’s Rose,Drake,6cblRiEGDRNZgowcm951R3,64.0,0.0481,0.486,216333.0,0.849,0.0,1.0,0.143,-5.432,1.0,0.246,152.086,4.0,0.519
1509,1509,Signs,Drake,6Na5uKk5SsqZimk0hAWo8y,65.0,0.108,0.794,234373.0,0.735,0.00578,0.0,0.112,-4.204,1.0,0.054,107.374,4.0,0.223
1510,1510,Since Way Back,Drake,5JUu0unA8VwhTZ9LkMWUVI,60.0,0.348,0.468,368036.0,0.266,9.55e-06,0.0,0.209,-11.121,1.0,0.13,153.294,4.0,0.222
1511,1511,Skepta Interlude,Drake,2dfqS3MRtbLZSZA1IL8xY5,58.0,0.0103,0.745,143214.0,0.822,4.2e-06,7.0,0.155,-6.354,1.0,0.252,86.733,5.0,0.415
1512,1512,Sneakin’,Drake,4ckuS4Nj4FZ7i3Def3Br8W,64.0,0.00496,0.806,251333.0,0.558,1.45e-06,8.0,0.16,-6.538,1.0,0.172,85.011,4.0,0.26
1513,1513,Summer Games,Drake,4HG1YiGBseVKzjyKcmAJen,60.0,0.477,0.776,247893.0,0.482,0.0456,1.0,0.11,-11.269,1.0,0.0357,136.008,4.0,0.134
1514,1514,Survival,Drake,2yg9UN4eo5eMVJ7OB4RWj3,60.0,0.133,0.555,136187.0,0.596,0.0,9.0,0.123,-9.09,0.0,0.375,77.324,4.0,0.145
1515,1515,Talk Up,Drake,4ksuI04WMvUnJbHQjgs3L5,58.0,0.00354,0.758,223240.0,0.491,6.5e-06,11.0,0.292,-9.877,1.0,0.138,140.121,4.0,0.334
1516,1516,Teenage Fever,Drake,6n3HGiq4v35D6eFOSwqYuo,82.0,0.111,0.766,219692.0,0.283,0.0172,8.0,0.115,-10.33,0.0,0.0846,97.04,4.0,0.144
1517,1517,That’s How You Feel,Drake,41a7dZcq30Ss5kPMayWRV0,64.0,0.117,0.85,157605.0,0.473,0.0103,10.0,0.108,-5.747,0.0,0.209,85.454,4.0,0.38
1518,1518,The Motion,Drake,0Tacxc5lDJ8LwiO1pWNSl8,63.0,0.371,0.631,240957.0,0.788,0.000317,4.0,0.108,-7.142,0.0,0.102,157.769,4.0,0.544
1519,1519,Time Flies,Drake,5H4mXWKcicuLKDn4Jy0sK7,77.0,0.201,0.864,192932.0,0.477,0.0,10.0,0.182,-5.786,1.0,0.224,86.46,4.0,0.5
1520,1520,Too Good,Drake,3BtuIIrQlkujKPuWF2B85z,75.0,0.0489,0.794,263373.0,0.653,4.88e-05,7.0,0.1,-7.839,1.0,0.104,117.996,4.0,0.397
1521,1521,Toosie Slide,Drake,127QTOFJsJQp5LbJbu3A1y,72.0,0.321,0.834,247059.0,0.454,6.15e-06,1.0,0.114,-9.75,0.0,0.201,81.618,4.0,0.837
1522,1522,Trust Issues,Drake,4Wjhj0WjkyECccfHVIgaTq,82.0,0.779,0.421,281519.0,0.539,0.0,11.0,0.111,-5.456,0.0,0.274,89.177,3.0,0.523
1523,1523,Wants and Needs (feat. Lil Baby),Drake,65OVbaJR5O1RmwOQx0875b,81.0,0.0618,0.578,192956.0,0.449,2.17e-06,1.0,0.119,-6.349,1.0,0.286,136.006,4.0,0.1
1524,1524,War,Drake,1I55Ea0zVoSKs6MqW7DQ3i,64.0,0.292,0.749,180000.0,0.792,0.0,10.0,0.109,-4.151,0.0,0.0826,144.064,4.0,0.239
1525,1525,What’s Next,Drake,3aQem4jVGdhtg116TmJnHz,72.0,0.0136,0.781,178154.0,0.594,0.0,0.0,0.162,-6.959,0.0,0.0485,129.895,4.0,0.0628
1526,1526,When To Say When,Drake,5TCBWmEBrin7etRa4Lswr1,59.0,0.252,0.41,223124.0,0.82,0.0,1.0,0.538,-6.808,1.0,0.533,170.718,4.0,0.526
1527,1527,Mask,Dream,4RH4FbTG8vAUTli3X4ro9f,29.0,0.644,0.655,131680.0,0.188,0.498,6.0,0.6,-17.297,0.0,0.0463,68.984,4.0,0.193
1528,1528,"Costa Rica (with Bas & JID feat. Guapdad 4000, Reese LAFLARE, Jace, Mez, Smokepurpp, Buddy & Ski Mask The Slump God)",Dreamville,5WnfnSpuNEGXyEt78PBA6d,66.0,0.517,0.642,217867.0,0.647,0.0,7.0,0.0649,-6.312,0.0,0.428,120.749,4.0,0.664
1529,1529,"Down Bad (feat. JID, Bas, J. Cole, EARTHGANG & Young Nudy)",Dreamville,36J0iaPDGbYGsHvYpaYs3k,67.0,0.0392,0.761,169147.0,0.586,0.0,0.0,0.0558,-5.368,1.0,0.359,149.804,4.0,0.719
1530,1530,LamboTruck (with Cozz feat. REASON & Childish Major),Dreamville,1OS9fNE87zO4Z696lBXriv,49.0,0.0485,0.678,229387.0,0.695,0.0,10.0,0.254,-5.323,0.0,0.286,135.044,4.0,0.242
1531,1531,"Oh Wow...Swerve (with J. Cole feat. Zoink Gang, KEY! & Maxo Kream)",Dreamville,7wxDKfgFtRTbupcG4xDhtj,47.0,0.39,0.509,275987.0,0.703,0.0,1.0,0.269,-6.097,1.0,0.512,174.259,4.0,0.301
1532,1532,Sunset (with J. Cole feat. Young Nudy),Dreamville,3pZO6GoVPeSYDxxsH6vCdj,55.0,0.187,0.924,178373.0,0.385,0.0,1.0,0.132,-7.049,1.0,0.185,129.976,4.0,0.39
1533,1533,"Swivel (with EARTHGANG) - From The Album ""Mirrorland""",Dreamville,03XfngWwNfhEjrnEga73Rg,45.0,0.25,0.507,194613.0,0.545,0.0,2.0,0.239,-7.209,1.0,0.43,78.461,4.0,0.392
1534,1534,Under The Sun (with J. Cole & Lute feat. DaBaby),Dreamville,6MF4tRr5lU8qok8IKaFOBE,75.0,0.511,0.691,202040.0,0.64,0.0,0.0,0.409,-6.441,1.0,0.369,138.672,4.0,0.163
1535,1535,Wells Fargo (with JID & EARTHGANG feat. Buddy & Guapdad 4000) - Interlude,Dreamville,2gtFMLjQpCTGekMi4oXZxN,56.0,0.0706,0.8,123413.0,0.826,4.76e-06,1.0,0.181,-3.198,1.0,0.107,148.021,4.0,0.241
1536,1536,Skechers,DripReport,2alc8VZAzDgdAsL2QMk3hu,69.0,0.26,0.903,106000.0,0.327,0.011,1.0,0.108,-9.727,1.0,0.0877,100.008,4.0,0.274
1537,1537,Be the One,Dua Lipa,7FCfMXYTIiQ9b4hDYs4Iol,67.0,0.117,0.661,202915.0,0.651,1.32e-05,7.0,0.056,-3.771,0.0,0.0499,87.46,4.0,0.368
1538,1538,Boys Will Be Boys,Dua Lipa,0vQcyuMEfRBd21ojZ62N2L,58.0,0.408,0.768,166266.0,0.486,0.0,3.0,0.098,-5.954,1.0,0.0353,125.021,4.0,0.519
1539,1539,Break My Heart,Dua Lipa,017PF4Q3l4DBUiWoXk4OWT,77.0,0.167,0.73,221820.0,0.729,1.39e-06,4.0,0.349,-3.434,0.0,0.0884,113.011,4.0,0.467
1540,1540,Cool,Dua Lipa,2nMOodYNHBAQ3Kc1QNimZU,59.0,0.133,0.469,209583.0,0.785,1.55e-06,5.0,0.0931,-4.015,0.0,0.0664,89.719,4.0,0.79
1541,1541,Don't Start Now,Dua Lipa,3PfIrDoz19wz7qK7tYeu62,83.0,0.0123,0.793,183290.0,0.793,0.0,11.0,0.0951,-4.521,0.0,0.083,123.95,4.0,0.679
1542,1542,Fever,Dua Lipa,3F1P0QzdXtBz0MXy7KIO5w,67.0,0.0597,0.868,156911.0,0.693,0.00399,6.0,0.106,-7.052,0.0,0.181,114.999,4.0,0.396
1543,1543,Future Nostalgia,Dua Lipa,3iYNJX4FTRGlfMQySjlGNr,59.0,0.00618,0.875,184882.0,0.813,0.0,7.0,0.321,-4.502,1.0,0.0579,114.993,4.0,0.859
1544,1544,Good In Bed,Dua Lipa,6uAFJ75WDAoAPyCWJAtvks,58.0,0.138,0.68,218754.0,0.701,0.000191,5.0,0.168,-5.001,1.0,0.0917,94.06,4.0,0.649
1545,1545,Hallucinate,Dua Lipa,1nYeVF5vIBxMxfPoL0SIWg,67.0,0.033,0.627,208505.0,0.69,0.0,10.0,0.0742,-5.396,0.0,0.139,122.053,4.0,0.627
1546,1546,IDGAF,Dua Lipa,76cy1WJvNGJTj78UqeA5zr,80.0,0.0403,0.836,217947.0,0.544,0.0,7.0,0.0824,-5.975,1.0,0.0943,97.028,4.0,0.51
1547,1547,Kiss and Make Up,Dua Lipa,7jr3iPu4O4bTCVwLMbdU2i,73.0,0.0658,0.678,189173.0,0.729,0.0,8.0,0.303,-4.188,1.0,0.137,99.895,4.0,0.643
1548,1548,Levitating,Dua Lipa,5nujrmhLynf4yMoMtj8AQF,83.0,0.00883,0.702,203064.0,0.825,0.0,6.0,0.0674,-3.787,0.0,0.0601,102.977,4.0,0.915
1549,1549,Levitating (feat. DaBaby),Dua Lipa,5nujrmhLynf4yMoMtj8AQF,83.0,0.00883,0.702,203064.0,0.825,0.0,6.0,0.0674,-3.787,0.0,0.0601,102.977,4.0,0.915
1550,1550,Levitating (feat. Madonna and Missy Elliott) [The Blessed Madonna Remix],Dua Lipa,0pk1hxhJLBSZZ5RKBhcwOa,60.0,0.0373,0.808,250280.0,0.655,0.0,11.0,0.208,-7.34,0.0,0.139,116.029,4.0,0.56
1551,1551,Lost In Your Light (feat. Miguel),Dua Lipa,1v3bR4v6SruaE8efrTUqqp,58.0,0.000402,0.646,203769.0,0.772,0.0,2.0,0.102,-3.826,1.0,0.0564,117.097,4.0,0.414
1552,1552,Love Again,Dua Lipa,4rPkN1FMzQyFNP9cLUGIIB,74.0,0.00173,0.659,258004.0,0.667,2.85e-05,11.0,0.1,-4.668,0.0,0.0339,115.982,4.0,0.468
1553,1553,New Rules,Dua Lipa,2ekn2ttSfGqwhhate0LSR0,81.0,0.00261,0.762,209320.0,0.7,1.56e-05,9.0,0.153,-6.021,0.0,0.0694,116.073,4.0,0.608
1554,1554,Physical,Dua Lipa,3AzjcOeAmA57TIOr9zF1ZW,76.0,0.0137,0.647,193829.0,0.844,0.000658,0.0,0.102,-3.756,1.0,0.0457,146.967,4.0,0.746
1555,1555,Physical (feat. Hwa Sa),Dua Lipa,23jEeXRyrjFbfs2Q8tBwdI,50.0,0.0288,0.661,193697.0,0.873,0.00164,0.0,0.136,-3.333,1.0,0.0482,146.943,4.0,0.687
1556,1556,Pretty Please,Dua Lipa,6DXZiYUbrYgrVIhfX3U9Z2,68.0,0.0311,0.906,194607.0,0.474,5.5e-06,1.0,0.286,-6.124,1.0,0.194,106.976,4.0,0.656
1557,1557,"Swan Song - From the Motion Picture ""Alita: Battle Angel""",Dua Lipa,5600nq7TiBraBX2jobyJ3l,59.0,0.00579,0.588,182075.0,0.821,0.000275,5.0,0.208,-6.54,0.0,0.216,188.098,4.0,0.509
1558,1558,Want To,Dua Lipa,5fK0Q3j2iUcQtiRDXlPW0K,56.0,0.0788,0.572,211818.0,0.691,0.000132,8.0,0.0619,-4.783,0.0,0.123,92.082,4.0,0.318
1559,1559,We're Good,Dua Lipa,1diS6nkxMQc3wwC4G1j0bh,73.0,0.0319,0.722,165507.0,0.588,0.0,6.0,0.183,-5.932,1.0,0.0544,134.01,4.0,0.59
1560,1560,Goteo,Duki,1EoEU4HY57qaITp06TkC6B,68.0,0.186,0.473,164458.0,0.779,0.0,1.0,0.189,-3.725,1.0,0.0414,108.287,3.0,0.438
1561,1561,Arcade,Duncan Laurence,1Xi84slp6FryDSCbzq4UCD,77.0,0.818,0.45,183624.0,0.329,0.00109,9.0,0.135,-12.603,0.0,0.0441,71.884,3.0,0.266
1562,1562,ROLLIN N CONTROLLIN FREESTYLE,DUSTY LOCANE,2lpcbL0wJbQkoWAQWvTa7x,61.0,0.0775,0.447,194506.0,0.496,0.36,8.0,0.343,-11.775,0.0,0.425,72.833,4.0,0.271
1563,1563,Not Going Home (feat. Gia Koka),DVBBS,3JqjXikqS3jj8qWHs7OaLs,50.0,0.0938,0.749,195187.0,0.747,1.17e-05,6.0,0.256,-6.457,1.0,0.121,109.063,4.0,0.475
1564,1564,In My Mind,Dynoro,0E9ZjEAyAwOXZ7wJC0PD33,80.0,0.176,0.694,184560.0,0.77,1.1e-05,6.0,0.118,-5.335,1.0,0.149,125.905,4.0,0.163
1565,1565,Hotel California - 2013 Remaster,Eagles,40riOy7x9W7GXjyGp4pjAv,84.0,0.00574,0.579,391376.0,0.508,0.000494,2.0,0.0575,-9.484,1.0,0.027,147.125,4.0,0.609
1566,1566,Please Come Home for Christmas - 2013 Remaster,Eagles,3QIoEi8Enr9uHffwInGIsC,88.0,0.599,0.612,177440.0,0.289,0.00266,9.0,0.0561,-11.568,1.0,0.0421,183.18,3.0,0.466
1567,1567,Please Come Home For Christmas - Bonus Track,Eagles,3QIoEi8Enr9uHffwInGIsC,88.0,0.599,0.612,177440.0,0.289,0.00266,9.0,0.0561,-11.568,1.0,0.0421,183.18,3.0,0.466
1568,1568,September,"Earth, Wind & Fire",3kXoKlD84c6OmIcOLfrfEs,80.0,0.146,0.674,216022.0,0.832,5.06e-06,9.0,0.138,-7.892,1.0,0.0308,125.996,4.0,0.981
1569,1569,Santa Baby (with Henri René & His Orchestra),Eartha Kitt,1foCxQtxBweJtZmdxhEHVO,80.0,0.902,0.7,206067.0,0.139,0.0,8.0,0.185,-12.346,1.0,0.0607,84.485,4.0,0.49
1570,1570,1000 Nights (feat. Meek Mill & A Boogie Wit da Hoodie),Ed Sheeran,4vIKzWqtn44umal5jXq4wE,51.0,0.467,0.778,212307.0,0.589,0.0,8.0,0.0902,-5.548,1.0,0.269,98.001,4.0,0.513
1571,1571,Afterglow,Ed Sheeran,0E4Y1XIbs8GrAT1YqVy6dq,72.0,0.698,0.641,185487.0,0.324,0.0,11.0,0.328,-5.851,1.0,0.0299,110.184,4.0,0.273
1572,1572,Antisocial (with Travis Scott),Ed Sheeran,1DhRbox3xkceP64k3JeYfW,63.0,0.132,0.716,161747.0,0.823,0.0,5.0,0.361,-5.313,0.0,0.0495,151.957,4.0,0.91
1573,1573,Antisocial (with Travis Scott) - MK Remix,Ed Sheeran,1qf82BwoRe9zdLvyvx7oGP,38.0,0.104,0.796,179502.0,0.868,0.00024,10.0,0.115,-5.774,0.0,0.0992,124.981,4.0,0.586
1574,1574,Baby One More Time - Recorded at Spotify Studios New York City,Ed Sheeran,4mJDfMcT7odIUjWlb2WO4L,61.0,0.189,0.792,177215.0,0.307,0.0,11.0,0.0834,-6.224,0.0,0.0522,104.511,4.0,0.631
1575,1575,Bad Habits,Ed Sheeran,3rmo8F54jFF8OgYsqTxm5d,83.0,0.0451,0.807,230747.0,0.893,2.79e-05,11.0,0.366,-3.745,0.0,0.0347,126.011,4.0,0.537
1576,1576,Barcelona,Ed Sheeran,3Lfiu5sZ4M4B6JaKMBc0FU,63.0,0.448,0.747,191147.0,0.76,0.0,1.0,0.153,-4.294,1.0,0.187,99.975,4.0,0.682
1577,1577,Beautiful People (feat. Khalid),Ed Sheeran,70eFcWOvlMObDhURTqT4Fv,74.0,0.124,0.64,197867.0,0.647,0.0,5.0,0.0801,-8.114,0.0,0.186,92.979,4.0,0.546
1578,1578,Best Part of Me (feat. YEBBA),Ed Sheeran,0VsGaRXR5WAzpu51unJTis,61.0,0.758,0.565,243267.0,0.243,8.82e-06,2.0,0.285,-8.367,1.0,0.0317,81.655,4.0,0.239
1579,1579,Bibia Be Ye Ye,Ed Sheeran,6SznMYPQJHzr3IwsAHLId2,60.0,0.52,0.738,176747.0,0.677,0.0,7.0,0.133,-5.121,1.0,0.0824,127.067,4.0,0.882
1580,1580,BLOW (with Chris Stapleton & Bruno Mars),Ed Sheeran,6EbduYTr62sSzvl36wWiFM,62.0,0.000245,0.631,209120.0,0.796,0.0115,1.0,0.38,-5.35,1.0,0.0401,92.469,4.0,0.596
1581,1581,Castle on the Hill,Ed Sheeran,6PCUP3dWmTjcTtXY02oFdT,80.0,0.0232,0.461,261154.0,0.834,1.14e-05,2.0,0.14,-4.868,1.0,0.0989,135.007,4.0,0.471
1582,1582,Cross Me (feat. Chance the Rapper & PnB Rock),Ed Sheeran,4wuCQX7JvAZLlrcmH4AeZF,60.0,0.212,0.746,206187.0,0.787,0.0,4.0,0.0669,-6.373,1.0,0.12,95.005,4.0,0.607
1583,1583,Dive,Ed Sheeran,51ChrwmUPDJvedPQnIU8Ls,73.0,0.355,0.761,238440.0,0.386,0.0,4.0,0.0953,-6.158,1.0,0.0399,134.943,3.0,0.526
1584,1584,Don't,Ed Sheeran,1huvTbEYtgltjQRXzrNKGi,72.0,0.0113,0.806,219840.0,0.608,0.0,1.0,0.635,-7.008,1.0,0.0659,95.049,4.0,0.849
1585,1585,Eraser,Ed Sheeran,7oolFzHipTMg2nL7shhdz2,58.0,0.086,0.64,227427.0,0.812,0.0,8.0,0.0509,-5.647,0.0,0.0834,86.013,4.0,0.914
1586,1586,Feels (feat. Young Thug & J Hus),Ed Sheeran,1Bdptrvb7nQkq8kCw3siE9,50.0,0.112,0.665,150787.0,0.68,0.0,2.0,0.096,-4.898,1.0,0.291,91.667,4.0,0.69
1587,1587,Galway Girl,Ed Sheeran,0afhq8XCExXpqazXczTSve,79.0,0.0735,0.624,170827.0,0.876,0.0,9.0,0.327,-3.374,1.0,0.1,99.943,4.0,0.781
1588,1588,Give Me Love,Ed Sheeran,0SuG9kyzGRpDqrCWtgD6Lq,71.0,0.694,0.526,526387.0,0.328,0.0,1.0,0.112,-9.864,1.0,0.0461,116.068,4.0,0.11
1589,1589,Happier,Ed Sheeran,2RttW7RAu5nOAfq6YFvApB,78.0,0.536,0.522,207520.0,0.385,0.0,0.0,0.135,-7.355,1.0,0.0288,89.792,4.0,0.236
1590,1590,Hearts Don't Break Around Here,Ed Sheeran,2dfHh7ECGxfNqZTQno09Vk,61.0,0.719,0.604,248413.0,0.366,0.0,7.0,0.162,-7.881,1.0,0.0267,105.177,3.0,0.181
1591,1591,How Would You Feel (Paean),Ed Sheeran,6PJ8FF6UR8FZXfEvpHkIVN,65.0,0.424,0.617,280533.0,0.439,0.0,9.0,0.127,-5.63,1.0,0.0269,139.979,4.0,0.242
1592,1592,I Don't Care (with Justin Bieber),Ed Sheeran,3HVWdVOQ0ZA45FuZGSfvns,76.0,0.0912,0.798,219947.0,0.675,0.0,6.0,0.0894,-5.041,1.0,0.0442,101.956,4.0,0.842
1593,1593,I Don't Want Your Money (feat. H.E.R.),Ed Sheeran,3FHXUqaUer9o231Je1zxIN,51.0,0.31,0.468,204507.0,0.63,0.0,8.0,0.137,-6.536,0.0,0.0843,91.419,4.0,0.762
1594,1594,"I See Fire - From ""The Hobbit - The Desolation Of Smaug""",Ed Sheeran,6naNuYkWqvmeTp8ifqGa7n,22.0,0.69,0.24,218733.0,0.157,0.934,5.0,0.112,-16.227,1.0,0.0318,89.503,5.0,0.0392
1595,1595,Kiss Me,Ed Sheeran,0Tel1fmuCxEFV6wBLXsEdk,69.0,0.64,0.589,280853.0,0.227,0.00469,2.0,0.0248,-16.67,1.0,0.0498,74.993,4.0,0.182
1596,1596,Nancy Mulligan,Ed Sheeran,35QZaWQRkmnAVqBF1TLCxQ,67.0,0.117,0.68,179787.0,0.852,0.0,7.0,0.0866,-4.35,1.0,0.0349,101.993,4.0,0.858
1597,1597,New Man,Ed Sheeran,5HDPtsnyb3maFmPL8LLUTG,63.0,0.0559,0.78,189280.0,0.745,0.0,7.0,0.0595,-3.97,1.0,0.145,94.026,4.0,0.862
1598,1598,Nothing On You (feat. Paulo Londra & Dave),Ed Sheeran,2qRN7PWiHRLprw4FpDeI9N,56.0,0.333,0.747,200733.0,0.649,0.0,8.0,0.172,-6.218,1.0,0.218,88.011,4.0,0.84
1599,1599,Perfect,Ed Sheeran,0tgVpDi06FyKpA1z0VMD4v,88.0,0.163,0.599,263400.0,0.448,0.0,8.0,0.106,-6.312,1.0,0.0232,95.05,3.0,0.168
1600,1600,Perfect Duet (Ed Sheeran & Beyoncé),Ed Sheeran,1bhUWB0zJMIKr9yVPrkEuI,71.0,0.779,0.587,259550.0,0.299,0.0,8.0,0.123,-7.365,1.0,0.0263,94.992,3.0,0.356
1601,1601,Perfect Symphony (Ed Sheeran & Andrea Bocelli),Ed Sheeran,3zl7j5ua8mF4JDYuxrfo01,68.0,0.586,0.544,265363.0,0.417,0.0,8.0,0.085,-4.387,1.0,0.0247,95.156,3.0,0.207
